"scientificName","taxonKey","rank","taxonomicStatus","kingdom","includes","gbifKey"
"Salvelinus fontinalis",2351271,"SPECIES","ACCEPTED","Animalia","2351271: Salvelinus fontinalis (Mitchill, 1814)",NA
"Salvia glutinosa",2927026,"SPECIES","ACCEPTED","Plantae","2927026: Salvia glutinosa L.",152545767
"Salvia hispanica",2926992,"SPECIES","ACCEPTED","Plantae","2926992: Salvia hispanica L.",152545769
"Salvia nemorosa",2927028,"SPECIES","ACCEPTED","Plantae","2927028: Salvia nemorosa L.",152545766
"Salvia officinalis",2927004,"SPECIES","ACCEPTED","Plantae","2927004: Salvia officinalis L.",152545772
"Salvia reflexa",2927001,"SPECIES","ACCEPTED","Plantae","2927001: Salvia reflexa Hornem.",152545773
"Salvia sclarea",2927000,"SPECIES","ACCEPTED","Plantae","2927000: Salvia sclarea L.",152545770
"Salvia verbenaca",6409706,"SPECIES","ACCEPTED","Plantae","6409706: Salvia verbenaca L.",152545764
"Salvia verticillata",2926995,"SPECIES","ACCEPTED","Plantae","2926995: Salvia verticillata L.",152545771
"Salvia viridis",3883959,"SPECIES","ACCEPTED","Plantae","3883959: Salvia viridis L.",152545765
"Salvinia auriculata",5274861,"SPECIES","ACCEPTED","Plantae","5274861: Salvinia auriculata Aubl.",152547228
"Salvinia natans",5274858,"SPECIES","ACCEPTED","Plantae","5274858: Salvinia natans (L.) All.",NA
"Sambucus canadensis",6369819,"SPECIES","ACCEPTED","Plantae","6369819: Sambucus canadensis L.",152546267
"Sander lucioperca",2382155,"SPECIES","ACCEPTED","Animalia","2382155: Sander lucioperca (Linnaeus, 1758)",NA
"Santolina chamaecyparissus",3125933,"SPECIES","ACCEPTED","Plantae","3125933: Santolina chamaecyparissus L.",152544067
"Saponaria ocymoides",3085357,"SPECIES","ACCEPTED","Plantae","3085357: Saponaria ocymoides L.",152546066
"Saponaria officinalis",3085360,"SPECIES","ACCEPTED","Plantae","3085360: Saponaria officinalis L.",152546067
"Saproamanita inopinata",NA,NA,NA,NA,NA,159746876
"Sarcophilus harrisii",NA,NA,NA,NA,NA,152543348
"Sarkidiornis melanotos",2498001,"SPECIES","ACCEPTED","Animalia","2498001: Sarkidiornis melanotos (Pennant, 1769)",159747103
"Sarracenia purpurea",5421389,"SPECIES","ACCEPTED","Plantae","5421389: Sarracenia purpurea L.",152545807
"Sarracenia rubra",5421385,"SPECIES","ACCEPTED","Plantae","5421385: Sarracenia rubra Walter",152545806
"Sasa palmata",8362005,"SPECIES","ACCEPTED","Plantae","8362005: Sasa palmata (Burb.) E.G.Camus",152546788
"Sasaella ramosa",4127352,"SPECIES","ACCEPTED","Plantae","4127352: Sasaella ramosa (Makino) Makino",152546917
"Satureja hortensis",2926885,"SPECIES","ACCEPTED","Plantae","2926885: Satureja hortensis L.",152545780
"Satureja montana",2926884,"SPECIES","ACCEPTED","Plantae","2926884: Satureja montana L.",152545781
"Sauromatum venosum",2869597,"SPECIES","ACCEPTED","Plantae","2869586: Typhonium venosum (Dryand. ex Aiton) Hett. & P.C.Boyce | 2869597: Sauromatum venosum (Dryand. ex Aiton) Kunth",159747069
"Saururus cernuus",5384932,"SPECIES","ACCEPTED","Plantae","5384932: Saururus cernuus L.",152546209
"Saxifraga arendsii",NA,NA,NA,NA,NA,152544688
"Saxifraga cymbalaria",NA,NA,NA,NA,NA,152544692
"Saxifraga geum",NA,NA,NA,NA,NA,152544689
"Saxifraga rotundifolia",7339396,"SPECIES","ACCEPTED","Plantae","7339396: Saxifraga rotundifolia L.",NA
"Saxifraga urbium",NA,NA,NA,NA,NA,152544691
"Saxifraga ×arendsii",7544073,"SPECIES","ACCEPTED","Plantae","7544073: Saxifraga ×arendsii Engl.",NA
"Saxifraga ×geum",8223023,"SPECIES","ACCEPTED","Plantae","8223023: Saxifraga ×geum L.",NA
"Scabiosa lucida",7475424,"SPECIES","ACCEPTED","Plantae","7475424: Scabiosa lucida Vill.",NA
"Scabiosa ochroleuca",2888806,"SPECIES","ACCEPTED","Plantae","2888806: Scabiosa ochroleuca L.",152546312
"Scaevola aemula",NA,NA,NA,NA,NA,152543557
"Scandix balansae",NA,NA,NA,NA,NA,152544567
"Scandix iberica",3637112,"SPECIES","ACCEPTED","Plantae","3637112: Scandix iberica M.Bieb.",152544569
"Scandix stellata",NA,NA,NA,NA,NA,152544562
"Scandosorbus intermedia",10071055,"SPECIES","ACCEPTED","Plantae","3012254: Sorbus intermedia (Ehrh.) Pers. | 10071055: Scandosorbus intermedia (Ehrh.) Sennikov",NA
"Sceliphron caementarium",5041466,"SPECIES","ACCEPTED","Animalia","5041466: Sceliphron caementarium (Drury, 1773)",152544474
"Schismus barbatus",NA,NA,NA,NA,NA,152546974
"Schkuhria pinnata",8346536,"SPECIES","ACCEPTED","Plantae","3101235: Schkuhria pinnata (Lam.) Kuntze ex Thell.",152543648
"Schmidtia kalahariensis",NA,NA,NA,NA,NA,152546796
"Schoenoplectiella bucharica",7961815,"SPECIES","ACCEPTED","Plantae","2711019: Schoenoplectus bucharicus (Roshev.) Grossh.",152546741
"Scilla luciliae",2767271,"SPECIES","ACCEPTED","Plantae","2767271: Scilla luciliae (Boiss.) Speta | 2767272: Chionodoxa luciliae Boiss.",152546696
"Scilla sardensis",2767229,"SPECIES","ACCEPTED","Plantae","2767229: Scilla sardensis (Whittall ex Barr & Sayden) Speta",152546695
"Scilla siberica",2767328,"SPECIES","DOUBTFUL","Plantae","2767328: Scilla siberica Haw.",152546694
"Scirpus cyperinus",2720171,"SPECIES","ACCEPTED","Plantae","2720171: Scirpus cyperinus (L.) Kunth",NA
"Scirtothrips longipennis",NA,NA,NA,NA,NA,152544448
"Sciurus carolinensis",5219681,"SPECIES","ACCEPTED","Animalia","5219681: Sciurus carolinensis Gmelin, 1788",152543299
"Sciurus niger",5219683,"SPECIES","ACCEPTED","Animalia","5219683: Sciurus niger Linnaeus, 1758",152543300
"Scolymus hispanicus",5403742,"SPECIES","ACCEPTED","Plantae","5403742: Scolymus hispanicus L.",NA
"Scolymus maculatus",5403743,"SPECIES","ACCEPTED","Plantae","5403743: Scolymus maculatus L.",152543770
"Scopus umbretta",5229154,"SPECIES","ACCEPTED","Animalia","5229154: Scopus umbretta Gmelin, 1789",159747453
"Scorpiurus vermiculatus",NA,NA,NA,NA,NA,152545083
"Scorzonera hispanica",NA,NA,NA,NA,NA,152544225
"Scrophularia canina",3170873,"SPECIES","ACCEPTED","Plantae","3170873: Scrophularia canina L. | 6709018: Scrophularia canina subsp. bicolor (Sibth. & Sm.) Greuter",NA
"Scrophularia scopolii",NA,NA,NA,NA,NA,152545616
"Scrophularia scorodonia",7477038,"SPECIES","ACCEPTED","Plantae","7477038: Scrophularia scorodonia L.",NA
"Scrophularia vernalis",7810918,"SPECIES","ACCEPTED","Plantae","7810918: Scrophularia vernalis L.",152545615
"Scutellaria altissima",5341373,"SPECIES","ACCEPTED","Plantae","5341373: Scutellaria altissima L.",152545710
"Scutigera coleoptrata",5179027,"SPECIES","ACCEPTED","Animalia","5179027: Scutigera coleoptrata Linnaeus, 1758",NA
"Secale cereale",2705966,"SPECIES","ACCEPTED","Plantae","2705966: Secale cereale L.",152547142
"Securigera varia",NA,NA,NA,NA,NA,152545086
"Sedum cepaea",5690287,"SPECIES","ACCEPTED","Plantae","5690287: Sedum cepaea L.",152544707
"Sedum dasyphyllum",7172720,"SPECIES","ACCEPTED","Plantae","7172720: Sedum dasyphyllum L.",152544708
"Sedum hispanicum",5361982,"SPECIES","ACCEPTED","Plantae","5361982: Sedum hispanicum L.",152544709
"Sedum palmeri",7334489,"SPECIES","ACCEPTED","Plantae","7334489: Sedum palmeri S.Watson",NA
"Sedum sarmentosum",5362004,"SPECIES","ACCEPTED","Plantae","5362004: Sedum sarmentosum Bunge",152544710
"Sedum spathulifolium",5362046,"SPECIES","ACCEPTED","Plantae","5362046: Sedum spathulifolium Hook.",NA
"Selaginella kraussiana",2688189,"SPECIES","ACCEPTED","Plantae","2688189: Selaginella kraussiana (Kunze) A.Braun",152546545
"Selenops radiatus",NA,NA,NA,NA,NA,152544194
"Semiarundinaria fastuosa",4120602,"SPECIES","ACCEPTED","Plantae","4120602: Semiarundinaria fastuosa (Lat.-Marl. ex Mitford) Makino",152546932
"Sempervivum barbulatum",NA,NA,NA,NA,NA,152544723
"Sempervivum globiferum",8091002,"SPECIES","ACCEPTED","Plantae","8091002: Sempervivum globiferum L.",NA
"Sempervivum tectorum",2985949,"SPECIES","ACCEPTED","Plantae","2985949: Sempervivum tectorum L.",152544724
"Senecio inaequidens",3109086,"SPECIES","ACCEPTED","Plantae","3109086: Senecio inaequidens DC.",152544269
"Senecio pterophorus",3107177,"SPECIES","ACCEPTED","Plantae","3107177: Senecio pterophorus DC.",NA
"Senecio sarracenicus",7903764,"SPECIES","ACCEPTED","Plantae","7903764: Senecio sarracenicus L.",152544262
"Senecio squalidus",3109117,"SPECIES","ACCEPTED","Plantae","3109117: Senecio squalidus L.",152544271
"Senecio vernalis",6063730,"SPECIES","ACCEPTED","Plantae","6063730: Senecio vernalis Waldst. & Kit. | 7764851: Senecio squalidus M.Bieb.",152544267
"Senna obtusifolia",2957408,"SPECIES","ACCEPTED","Plantae","5354123: Cassia obtusifolia L. | 2957408: Senna obtusifolia (L.) H.S.Irwin & Barneby",152545194
"Senna occidentalis",2957966,"SPECIES","ACCEPTED","Plantae","7361030: Cassia occidentalis (L.) Rose",152545193
"Serapias lingua",NA,NA,NA,NA,NA,152546632
"Serinus canaria",2494303,"SPECIES","ACCEPTED","Animalia","11221569: Serinus canaria domestica | 2494303: Serinus canaria (Linnaeus, 1758)",159747206
"Sesamum indicum",3172622,"SPECIES","ACCEPTED","Plantae","3172621: Sesamum orientale L.",152545595
"Setaria faberi",5289666,"SPECIES","ACCEPTED","Plantae","5289666: Setaria faberi R.A.W.Herrm.",152546838
"Setaria italica",5289698,"SPECIES","ACCEPTED","Plantae","5289698: Setaria italica (L.) P.Beauv. | 5674099: Setaria germanica (Mill.) P.Beauv.",152546836
"Setaria parviflora",5289679,"SPECIES","ACCEPTED","Plantae","5289679: Setaria parviflora (Poir.) Kerguélen",152546837
"Setaria sphacelata",5289709,"SPECIES","ACCEPTED","Plantae","5289709: Setaria sphacelata (Schumach.) Stapf & C.E.Hubb. ex Moss",152546835
"Setaria verticillata",5289686,"SPECIES","ACCEPTED","Plantae","5289686: Setaria verticillata (L.) P.Beauv. | 7226776: Setaria verticillata var. verticillata | 7908347: Setaria verticillata var. ambigua (Guss.) Parl. | 5289670: Setaria adhaerens (Forssk.) Chiov. | 2703015: Setaria verticilliformis Dumort.",152546833
"Setaria verticillata",7226776,"VARIETY","ACCEPTED","Plantae","7226776: Setaria verticillata var. verticillata",152546833
"Setaria verticillata verticillata",NA,NA,NA,NA,NA,152546831
"Setaria viridis",5289684,"SPECIES","ACCEPTED","Plantae","5289684: Setaria viridis (L.) P.Beauv. | 5708237: Setaria viridis var. viridis | 8348897: Setaria viridis var. major (Gaudin) Posp. | 5673918: Setaria italica subsp. viridis (L.) Thell. | 5673924: Setaria italica subsp. pycnocoma (Steud.) De Wet",152546834
"Sicyos angulatus",2874655,"SPECIES","ACCEPTED","Plantae","2874655: Sicyos angulatus L.",152546198
"Sida rhombifolia",5406735,"SPECIES","ACCEPTED","Plantae","5406735: Sida rhombifolia L.",152546228
"Sida spinosa",5406741,"SPECIES","ACCEPTED","Plantae","5406741: Sida spinosa L.",152546227
"Sidalcea oregana",NA,NA,NA,NA,NA,159748767
"Sideritis lanata",2926686,"SPECIES","ACCEPTED","Plantae","2926686: Sideritis lanata L.",NA
"Sideritis montana",2926688,"SPECIES","ACCEPTED","Plantae","2926688: Sideritis montana L.",152545778
"Sigesbeckia orientalis",3125901,"SPECIES","ACCEPTED","Plantae","3125901: Sigesbeckia orientalis L.",NA
"Silene baccifera",7267309,"SPECIES","ACCEPTED","Plantae","7267309: Silene baccifera (L.) Roth | 7268155: Cucubalus baccifer L.",152546049
"Silene behen",7523432,"SPECIES","ACCEPTED","Plantae","7523432: Silene behen L.",152546044
"Silene chalcedonica",5584611,"SPECIES","ACCEPTED","Plantae","3085889: Lychnis chalcedonica L. | 5584611: Silene chalcedonica (L.) E.H.L.Krause",152546059
"Silene conoidea",5384852,"SPECIES","ACCEPTED","Plantae","5384852: Silene conoidea L.",152546053
"Silene coronaria",5384741,"SPECIES","ACCEPTED","Plantae","5384741: Silene coronaria (L.) Clairv. | 3085878: Lychnis coronaria (L.) Desr. | 7529453: Silene coronaria (L.) Clairv. ex Rchb.",152546054
"Silene cretica",NA,NA,NA,NA,NA,152546047
"Silene dichotoma",5384818,"SPECIES","ACCEPTED","Plantae","5384818: Silene dichotoma Ehrh.",152546055
"Silene gallica",5384848,"SPECIES","ACCEPTED","Plantae","5384848: Silene gallica L.",152546051
"Silene italica",8993502,"SPECIES","ACCEPTED","Plantae","8993502: Silene italica (L.) Pers.",152546043
"Silene muscipula",5585975,"SPECIES","ACCEPTED","Plantae","5585975: Silene muscipula L.",152546057
"Silene nocturna nocturna",NA,NA,NA,NA,NA,152546050
"Silene otites",7746901,"SPECIES","ACCEPTED","Plantae","7746901: Silene otites (L.) Wibel",152546045
"Silene pendula",5384773,"SPECIES","ACCEPTED","Plantae","5384773: Silene pendula L.",152546056
"Silene schafta",5584240,"SPECIES","ACCEPTED","Plantae","5584240: Silene schafta S.G.Gmel. ex Hohen.",152546058
"Silene stricta",8184157,"SPECIES","ACCEPTED","Plantae","8184157: Silene stricta L.",152546046
"Silphium perfoliatum",3092576,"SPECIES","ACCEPTED","Plantae","3092576: Silphium perfoliatum L.",152544418
"Silurus glanis",2337607,"SPECIES","ACCEPTED","Animalia","2337607: Silurus glanis Linnaeus, 1758",152543488
"Silybum marianum",3145214,"SPECIES","ACCEPTED","Plantae","3145214: Silybum marianum (L.) Gaertn.",152543919
"Sinacalia tangutica",3115131,"SPECIES","ACCEPTED","Plantae","3115131: Sinacalia tangutica (Maxim.) B.Nord.",152544130
"Sinanodonta woodiana",4559541,"SPECIES","ACCEPTED","Animalia","4559541: Sinanodonta woodiana (I.Lea, 1834)",152543738
"Sinapis alba",3047621,"SPECIES","ACCEPTED","Plantae","3047621: Sinapis alba L.",152545465
"Sinapis alba dissecta",NA,NA,NA,NA,NA,152545466
"Sinapis incana",NA,NA,NA,NA,NA,159748731
"Sinelobus stanfordi",NA,NA,NA,NA,NA,159747996
"Sinelobus vanhaareni",NA,NA,NA,NA,NA,152543833
"Sisymbrium altissimum",3046736,"SPECIES","ACCEPTED","Plantae","3046736: Sisymbrium altissimum L.",152545420
"Sisymbrium austriacum",3046925,"SUBSPECIES","ACCEPTED","Plantae","3046925: Sisymbrium austriacum subsp. chrysanthum (Jord.) Rouy & Foucaud",NA
"Sisymbrium austriacum chrysanthum",NA,NA,NA,NA,NA,152545421
"Sisymbrium erysimoides",3046765,"SPECIES","ACCEPTED","Plantae","3046765: Sisymbrium erysimoides Desf.",152545418
"Sisymbrium irio",3046851,"SPECIES","ACCEPTED","Plantae","3046851: Sisymbrium irio L.",152545413
"Sisymbrium loeselii",3046875,"SPECIES","ACCEPTED","Plantae","3046875: Sisymbrium loeselii L.",152545412
"Sisymbrium orientale",3046812,"SPECIES","ACCEPTED","Plantae","3046812: Sisymbrium orientale L.",152545416
"Sisymbrium runcinatum",NA,NA,NA,NA,NA,152545415
"Sisymbrium septulatum",NA,NA,NA,NA,NA,152545417
"Sisymbrium volgense",3046744,"SPECIES","ACCEPTED","Plantae","3046744: Sisymbrium volgense M.Bieb. ex E.Fourn.",152545419
"Sisyrinchium angustifolium",5296015,"SPECIES","ACCEPTED","Plantae","5296015: Sisyrinchium angustifolium Mill.",152546663
"Sisyrinchium californicum",5296218,"SPECIES","ACCEPTED","Plantae","5296218: Sisyrinchium californicum (Ker Gawl.) Dryand.",152546665
"Sisyrinchium montanum",5296178,"SPECIES","ACCEPTED","Plantae","5296178: Sisyrinchium montanum Greene",152546664
"Sisyrinchium striatum",5296432,"SPECIES","ACCEPTED","Plantae","5296432: Sisyrinchium striatum Sm.",152546666
"Skimmia japonica",7740617,"SPECIES","ACCEPTED","Plantae","7740617: Skimmia japonica Thunb.",152543320
"Smilax aspera",5295044,"SPECIES","ACCEPTED","Plantae","5295044: Smilax aspera L.",152546602
"Smilax rotundifolia",NA,NA,NA,NA,NA,152546603
"Smyrnium perfoliatum",6027089,"SPECIES","ACCEPTED","Plantae","6027089: Smyrnium perfoliatum L.",152544499
"Solanum carolinense",2932011,"SPECIES","ACCEPTED","Plantae","2932011: Solanum carolinense L.",152544991
"Solanum chenopodioides",2929710,"SPECIES","ACCEPTED","Plantae","2929710: Solanum chenopodioides Lam. | 2929718: Solanum sublobatum Willd. ex Roem. & Schult.",NA
"Solanum elaeagnifolium",2929892,"SPECIES","ACCEPTED","Plantae","2929892: Solanum elaeagnifolium Cav.",152544986
"Solanum lycopersicum",2930137,"SPECIES","ACCEPTED","Plantae","2930137: Solanum lycopersicum L. | 2930181: Lycopersicon esculentum Mill. | 4274699: Solanum lycopersicum var. lycopersicum",152544988
"Solanum physalifolium nitidibaccatum",NA,NA,NA,NA,NA,152544993
"Solanum pseudocapsicum",2931104,"SPECIES","ACCEPTED","Plantae","2931104: Solanum pseudocapsicum L.",152544989
"Solanum ptychanthum",NA,NA,NA,NA,NA,152544985
"Solanum pygmaeum",NA,NA,NA,NA,NA,152544995
"Solanum sarachoides",2930805,"SPECIES","ACCEPTED","Plantae","2930805: Solanum sarachoides Sendtn.",NA
"Solanum sarrachoides",NA,NA,NA,NA,NA,152544990
"Solanum sisymbriifolium",2932184,"SPECIES","ACCEPTED","Plantae","2932184: Solanum sisymbriifolium Lam.",152544994
"Solanum triflorum triflorum",NA,NA,NA,NA,NA,152544982
"Solanum tuberosum",2930262,"SPECIES","ACCEPTED","Plantae","2930262: Solanum tuberosum L.",152544987
"Solanum viarum",2931914,"SPECIES","ACCEPTED","Plantae","2931914: Solanum viarum Dunal",152544992
"Solanum villosum",3802956,"SUBSPECIES","ACCEPTED","Plantae","3802956: Solanum villosum subsp. villosum",NA
"Solanum villosum",6290046,"SUBSPECIES","ACCEPTED","Plantae","6290046: Solanum villosum subsp. miniatum (Bernh. ex Willd.) Edmonds",NA
"Solanum villosum miniatum",NA,NA,NA,NA,NA,152544983
"Solanum villosum villosum",NA,NA,NA,NA,NA,152544984
"Soleirolia soleirolii",2984366,"SPECIES","ACCEPTED","Plantae","2984366: Soleirolia soleirolii (Req.) Dandy",152544777
"Solidago altissima",5389058,"SPECIES","ACCEPTED","Plantae","5389058: Solidago altissima L.",152543710
"Solidago canadensis",5389029,"SPECIES","ACCEPTED","Plantae","5389029: Solidago canadensis L.",152543713
"Solidago gigantea",5389017,"SPECIES","ACCEPTED","Plantae","5389017: Solidago gigantea Aiton",152543714
"Solidago rugosa",5388967,"SPECIES","ACCEPTED","Plantae","5388967: Solidago rugosa Mill.",152543717
"Soliva anthemifolia",7505045,"SPECIES","ACCEPTED","Plantae","7690868: Soliva anthemifolia (Juss.) Loudon, 1826",NA
"Sonchus tenerrimus",3105768,"SPECIES","ACCEPTED","Plantae","3105768: Sonchus tenerrimus L.",152544278
"Sorbaria kirilowii",3012103,"SPECIES","ACCEPTED","Plantae","3012103: Sorbaria kirilowii (Regel) Maxim.",152544910
"Sorbaria sorbifolia",3012089,"SPECIES","ACCEPTED","Plantae","3012089: Sorbaria sorbifolia (L.) A.Braun",152544911
"Sorbaria tomentosa",3012117,"SPECIES","ACCEPTED","Plantae","3012117: Sorbaria tomentosa (Lindl.) Rehder",152544909
"Sorghum bicolor",2705181,"SPECIES","ACCEPTED","Plantae","2705181: Sorghum bicolor (L.) Moench",152547048
"Sorghum halepense",2705185,"SPECIES","ACCEPTED","Plantae","2705185: Sorghum halepense (L.) Pers.",152547049
"Spartina townsendii anglica",NA,NA,NA,NA,NA,159747611
"Spartium junceum",5355395,"SPECIES","ACCEPTED","Plantae","5355395: Spartium junceum L.",152545108
"Spergularia bocconei",8096233,"SPECIES","ACCEPTED","Plantae","8096233: Spergularia bocconei (Scheele) Graebn.",NA
"Spermophora senoculata",NA,NA,NA,NA,NA,152544202
"Sphaeralcea bonariensis",7116158,"SPECIES","ACCEPTED","Plantae","7116158: Sphaeralcea bonariensis (Cav.) Griseb.",152546222
"Spinacia oleracea",3083647,"SPECIES","ACCEPTED","Plantae","3083647: Spinacia oleracea L.",152545976
"Spiraea alba",3026585,"SPECIES","ACCEPTED","Plantae","3026585: Spiraea alba Du Roi",152544868
"Spiraea billardii",NA,NA,NA,NA,NA,152544861
"Spiraea canescens",3027138,"SPECIES","ACCEPTED","Plantae","3027138: Spiraea canescens D.Don",152544870
"Spiraea douglasii",3027159,"SPECIES","ACCEPTED","Plantae","3027159: Spiraea douglasii Hook.",152544869
"Spiraea hypericifolia",3026431,"SPECIES","ACCEPTED","Plantae","3026431: Spiraea hypericifolia L.",NA
"Spiraea japonica",8170635,"SPECIES","ACCEPTED","Plantae","8170635: Spiraea japonica L.fil. | 3027068: Spiraea bumalda Burv.",152544862
"Spiraea macrothyrsa",NA,NA,NA,NA,NA,152544865
"Spiraea nipponica",3027341,"SPECIES","ACCEPTED","Plantae","3027341: Spiraea nipponica Maxim.",152544864
"Spiraea rosalba",NA,NA,NA,NA,NA,152544863
"Spiraea tomentosa",3026819,"SPECIES","ACCEPTED","Plantae","3026819: Spiraea tomentosa L.",NA
"Spiraea ×billardii",7889822,"SPECIES","ACCEPTED","Plantae","7889822: Spiraea ×billardii Hérincq",NA
"Spiraea ×rosalba",3027332,"SPECIES","ACCEPTED","Plantae","3027332: Spiraea ×rosalba Dippel",NA
"Spirobassia hirsuta",8243150,"SPECIES","ACCEPTED","Plantae","5383911: Bassia hirsuta (L.) Asch.",NA
"Spizaetus melanoleucus",NA,NA,NA,NA,NA,159747121
"Sporobolus africanus",NA,NA,NA,NA,NA,152547083
"Sporobolus elongatus",NA,NA,NA,NA,NA,152547085
"Sporobolus indicus",2704757,"SPECIES","ACCEPTED","Plantae","2704757: Sporobolus indicus (L.) R.Br.",152547086
"Sporobolus townsendii",9393876,"SPECIES","ACCEPTED","Plantae","5290034: Spartina townsendii H.Groves & J.Groves",NA
"Stachys byzantina",2927230,"SPECIES","ACCEPTED","Plantae","2927230: Stachys byzantina K.Koch",152545754
"Stachys cretica",NA,NA,NA,NA,NA,152545753
"Staphylea pinnata",3686235,"SPECIES","ACCEPTED","Plantae","3686235: Staphylea pinnata L.",152543281
